sedametro,sedametroname,avg_test_all,avg_test_ecd,avg_test_nec,metro_or_micro,perurban,perell,perspeced,pernam,perasn,perhsp,perblk,perwht,perecd,totenrl,perbaplus,perunemp,perpoverty
15460,"Burlington, IA-IL",-0.031359026,-0.334557677,0.287846408,Micro,0,0.52658051,15.53768,0.27508265,0.77666444,4.9241495,10.200441,83.823662,51.571358,3229.4,18.627693,6.1273866,13.588138
15500,"Burlington, NC",-0.060252261,-0.386226268,0.321598996,Metro,29.164938,9.788578,12.168543,0.40195602,1.3963886,22.914534,22.241724,53.045399,53.716572,11109.7,22.461748,6.2932186,15.978664
15540,"Burlington-South Burlington, VT",0.309665799,-0.219130116,0.558092202,Metro,20.511742,1.1827376,10.021887,0.56067824,3.5841506,1.777146,3.5610933,90.51693,32.254845,13194.1,41.098186,4.6786461,10.664558
15580,"Butte-Silver Bow, MT",0.207322793,-0.054743237,0.448283538,Micro,0,0.088869207,10.47893,4.4156737,0.57603264,4.8734622,0.57237333,89.562454,50.399887,2016.2,24.359051,5.1337347,17.404253
15620,"Cadillac, MI",-0.060775123,-0.244758596,0.219599276,Micro,0,0.43197945,12.187473,0.49639934,0.44100592,2.6361163,0.73057878,95.6959,60.304241,3279.3,15.721458,8.6169214,16.269737
15660,"Calhoun, GA",-0.032868097,-0.211300206,0.245003848,Micro,0,6.7793651,9.7262783,0.379347,1.22479,22.014853,3.5570524,72.823959,60.163437,4724.3,13.084989,5.6312742,17.904312
15680,"California-Lexington Park, MD",0.243827691,-0.312816666,0.492421465,Metro,7.0995822,0.9630599,10.633704,0.42675766,2.8037279,6.1076927,19.194122,71.467705,30.607737,7529.7,23.621805,7.3199878,15.895288
15700,"Cambridge, MD",-0.261672712,-0.511970507,0.19275317,Micro,0,2.1575592,9.7379599,0.22040522,1.1572355,6.6292672,40.462582,51.53051,63.72628,2063.1,18.075102,8.3239393,14.591
15740,"Cambridge, OH",-0.017814806,-0.226761869,0.290879435,Micro,0,0.13451456,18.912796,0.144453,0.16908616,1.0967134,1.5172143,97.072533,60.044182,2325.8,12.816148,7.3148808,18.623646
15764,"Cambridge-Newton-Framingham, MA",0.476023333,-0.111550149,0.709149676,Metro,11.235497,6.8471923,17.614431,0.17599826,9.1131601,17.303326,5.4433284,67.964188,28.696924,148417.9,49.230728,5.1517105,8.1315184
15780,"Camden, AR",-0.424187292,-0.58766373,0.037899913,Micro,0,0.40532386,9.8805494,0.11972443,0.39322922,2.8782275,49.42543,47.183388,73.270203,2089.1,13.487586,8.9507484,20.859131
15804,"Camden, NJ",0.161946099,-0.305205185,0.388092097,Metro,7.9765277,1.9088858,17.721062,0.14444926,5.5806231,12.58665,20.25465,61.433632,33.882462,86516.15,31.581964,7.057332,8.7174206
15820,"Campbellsville, KY",0.001833359,-0.194958483,0.34472698,Micro,0,0.91631728,14.531857,0.037941583,0.96588069,3.1181245,4.5635071,91.314545,63.057091,1714.9,17.805355,8.1350393,22.210463
15860,"Cañon City, CO",0.036470537,-0.127009322,0.235192293,Micro,0,0.91941839,0,0.6837061,0.73016912,13.641292,0.58087206,84.36396,53.518684,2496.3,17.427034,6.3800135,15.575894
15900,"Canton, IL",-0.169748587,-0.409112105,0.075023639,Micro,0,0.23393184,17.231215,0.37164354,0.22395779,1.2370255,0.95440817,97.212967,50.071873,2338.85,15.500837,7.5612078,15.100895
15940,"Canton-Massillon, OH",0.184232576,-0.185272705,0.538304569,Metro,25.860014,0.74981487,14.573015,0.12791596,0.83646047,2.1410394,10.984166,85.910416,49.281673,27348.1,20.605762,7.0569148,13.074311
15980,"Cape Coral-Fort Myers, FL",0.068520644,-0.125340572,0.421508271,Metro,40.011765,7.6519909,13.431963,0.21393451,1.6848673,36.458744,14.958933,46.683521,64.312485,39060.1,26.368683,6.8363705,12.218984
16020,"Cape Girardeau, MO-IL",0.011363323,-0.253412154,0.338118407,Metro,19.426922,0.93686002,13.177959,0.17177153,0.72682005,2.3155928,16.097956,80.687866,54.559349,5726.6,24.235291,5.9473844,17.029064
16060,"Carbondale-Marion, IL",-0.101493854,-0.370168727,0.242511437,Metro,21.543472,1.8396417,17.542471,0.33722299,1.8550483,3.9298568,11.827143,82.050728,56.132965,7613.7,31.688604,9.5492907,24.979551
16100,"Carlsbad-Artesia, NM",-0.211228491,-0.414986383,0.107031096,Micro,0,4.9616804,15.025461,0.67719615,0.55850703,56.213432,1.4630644,41.087799,60.164524,4888.6,15.628566,5.6835475,15.22558
16180,"Carson City, NV",-0.106214778,-0.353835392,0.145404387,Metro,95.561371,13.832937,12.093261,2.5925052,2.014303,41.567783,0.77951002,53.045891,50.276165,3637.6,21.80686,8.1815538,13.012959
16220,"Casper, WY",0.109835926,-0.253411925,0.289426201,Metro,88.014366,1.8846501,13.638337,0.9750914,0.84697026,10.71971,1.8445243,85.613701,38.223019,5752.9,22.082014,4.6843095,9.6568413
16260,"Cedar City, UT",0.131721011,-0.082088874,0.352798128,Micro,0,2.5286269,13.482237,2.7756071,0.66925365,9.1834888,0.55721521,86.81443,51.343147,4513.2,27.768496,5.9456344,19.591619
16300,"Cedar Rapids, IA",0.141838225,-0.344856641,0.386690346,Metro,46.533836,1.8039651,13.05381,0.30020431,2.2811246,3.9583154,8.2347822,85.225571,34.065922,18849.45,28.715006,4.2332811,9.7222834
16340,"Cedartown, GA",-0.248939836,-0.332776465,0.31875321,Micro,0,6.3943291,13.827581,0.2042965,0.60136843,19.464523,14.67081,65.058998,82.175392,3462.6,11.873155,7.5423756,17.334976
16380,"Celina, OH",0.476030779,0.033158107,0.631694295,Micro,0,0.78365475,14.632686,0.078153759,0.76416993,1.7269131,0.45017293,96.980591,25.619926,3589.3,15.52929,4.2448645,7.5715022
16460,"Centralia, IL",-0.181321596,-0.336701685,0.126025404,Micro,0,0.098796472,21.522579,0.2164322,0.56686211,1.5156991,5.5216556,92.179352,65.826157,2810.1,14.26167,9.1597795,17.501385
16500,"Centralia, WA",-0.07547483,-0.273677757,0.235996935,Micro,0,4.9887438,14.61191,1.0077915,0.8953321,18.312279,0.84376001,78.940842,60.598183,5274.4,16.113398,8.6770878,13.934147
16540,"Chambersburg-Waynesboro, PA",0.100233186,-0.231533776,0.350939475,Metro,14.634712,2.6118784,14.273959,0.28913379,1.0861361,8.5989113,5.2723727,84.753448,42.727612,9940.7,19.225143,5.2010679,9.1382475
16580,"Champaign-Urbana, IL",-0.003747594,-0.470604242,0.433239951,Metro,45.150486,5.0625591,14.965381,0.31747743,4.5505891,7.314281,20.020981,67.796669,47.90432,13767.85,39.113255,5.7269182,19.068514
16620,"Charleston, WV",-0.132129559,-0.325274568,0.241809126,Metro,19.081253,0.64117557,15.067122,0.055846766,1.2020408,0.73331553,10.214016,87.794785,69.24514,15168,21.550573,6.7229295,16.938364
16660,"Charleston-Mattoon, IL",-0.042183725,-0.315509847,0.226725241,Micro,0,0.27164173,19.914396,0.29278815,0.80104154,2.1966133,2.9091449,93.800415,49.014999,3608.8,21.817642,7.9099712,19.976749
16700,"Charleston-North Charleston, SC",-0.01150526,-0.399670744,0.471765018,Metro,35.948505,4.8971901,11.523589,0.33128846,1.7356485,7.6632524,37.111126,53.158684,53.989803,47086.8,31.896072,6.1803293,13.727901
16740,"Charlotte-Concord-Gastonia, NC-SC",0.121381505,-0.30427467,0.497593521,Metro,36.276863,6.9973693,10.992269,0.40657556,3.4941721,14.616831,28.117329,53.365093,46.931828,179710.95,33.207069,7.0411944,12.289466
16820,"Charlottesville, VA",0.13281923,-0.409831151,0.460185242,Metro,17.381561,5.2776513,12.546775,0.21320771,3.5929825,8.5364704,18.454586,69.202751,38.481255,12518.5,42.424946,4.2482142,12.784807
16860,"Chattanooga, TN-GA",-0.103117535,-0.380757755,0.26157772,Metro,25.907501,2.4949067,13.08188,0.18755256,1.6557889,6.3003225,19.3647,72.491631,56.583416,33704.2,24.230906,6.8051419,14.071415
16940,"Cheyenne, WY",0.107733245,-0.237935544,0.301139934,Metro,76.859039,1.87936,14.043,0.92309898,1.1894468,20.483299,2.9310803,74.473068,44.125252,6734.1,25.644081,5.3223734,9.7797413
16974,"Chicago-Naperville-Arlington Heights, IL",0.017938883,-0.363481083,0.482332676,Metro,42.611507,12.215951,13.688318,0.31322804,6.1625257,32.645844,22.774601,38.103806,55.165325,519152.3,36.071419,7.7652359,12.507018
17020,"Chico, CA",-0.333234183,-0.57940711,0.043344,Metro,45.22921,9.345892,12.720593,2.8157644,6.945487,23.899374,2.4690285,63.870346,61.079716,13925.5,25.677385,9.8052578,19.18251
17060,"Chillicothe, OH",-0.013966458,-0.209993359,0.280021938,Micro,0,0.032237377,13.112865,0.1324293,0.42683324,1.3653038,2.8480408,95.227394,61.047508,5384.6,14.413041,9.1701403,16.916925
17140,"Cincinnati, OH-KY-IN",0.170867581,-0.268968324,0.514026064,Metro,13.027483,2.861439,14.599384,0.11336116,2.5707741,4.3847837,16.846622,76.084457,43.790073,145421.7,30.265083,6.1252093,12.283321
17200,"Claremont-Lebanon, NH-VT",0.257546353,-0.107705978,0.437264951,Micro,0,0.73529899,14.024893,0.23201154,1.9199715,1.6060737,1.0189778,95.222969,37.471886,12472.2,30.001978,4.2179084,10.29782
17220,"Clarksburg, WV",-0.134393063,-0.405202239,0.217360109,Micro,0,0.64838117,17.411074,0.076450713,0.58135676,0.885077,2.115262,96.341858,57.012947,6304.8,18.819757,6.8841949,16.994728
17260,"Clarksdale, MS",-0.694967179,-0.705900734,-0.528099997,Micro,0,0.4519082,11.659712,0.001927795,0.36519966,1.1145537,94.952751,3.565567,95.552612,2233.8,15.687595,14.995454,33.751064
17300,"Clarksville, TN-KY",-0.018405331,-0.264397024,0.248955552,Metro,42.421455,1.8328881,12.751572,0.39636934,1.5210929,9.9825649,26.539824,61.560146,52.117287,19329,21.776131,8.2626266,15.337237
17340,"Clearlake, CA",-0.566787438,-0.717100342,-0.160285592,Micro,0,12.030345,12.292252,5.2754154,1.2678759,33.280331,2.1143014,58.062077,74.916565,4087.1,15.969878,9.4078455,19.819815
17380,"Cleveland, MS",-0.53512747,-0.62383625,0.019074659,Micro,0,0.5124765,12.143937,0.053864084,0.62350798,1.8646438,79.970459,17.487528,85.139816,2828.8,22.040848,12.980887,35.126274
17420,"Cleveland, TN",-0.115420169,-0.375773309,0.197354401,Metro,48.113655,2.696528,11.403433,0.19568887,0.88355595,7.3639073,5.555439,86.001411,54.474491,8211.6,19.057455,7.8192158,15.904975
17460,"Cleveland-Elyria, OH",0.04990759,-0.435885887,0.505037068,Metro,22.40947,2.8941982,14.572117,0.14028142,2.1240666,7.3077278,27.793766,62.634159,48.902016,129187.15,28.485388,7.9979787,14.195311
17500,"Clewiston, FL",-0.202860514,-0.277827987,0.14629004,Micro,0,11.329046,14.823111,0.37856779,0.48763868,62.258965,15.191213,21.683617,81.149605,3127,8.060626,9.9944744,26.256456
17540,"Clinton, IA",0.09785225,-0.150389357,0.294229996,Micro,0,0.62989885,15.07131,0.25684568,0.67376375,5.7303114,5.2380743,88.101006,44.442322,3432,18.103794,5.4113946,11.514928
17580,"Clovis, NM",-0.151763112,-0.328747935,0.407936439,Micro,0.38310519,7.4455552,14.537302,0.44534919,1.0537375,54.784248,6.8552985,36.861366,75.976952,4260,19.054815,6.4587889,19.998701
17660,"Coeur d'Alene, ID",0.235501876,0.015714567,0.475348348,Metro,44.329708,0.18446173,8.679822,0.95365179,1.0407482,5.0863595,0.74637848,92.172859,50.709003,10102.5,23.445814,5.906116,11.668998
17700,"Coffeyville, KS",-0.02192379,-0.185155671,0.300099598,Micro,0,2.9697273,12.229209,6.8452978,0.64764738,9.547533,7.2297835,75.729736,65.732086,2422.25,18.375336,6.5790796,16.905743
17740,"Coldwater, MI",-0.181105831,-0.384570403,0.103065977,Micro,0,6.8299794,11.551138,0.26279971,0.86862558,7.712935,0.54057407,90.615067,57.650314,3019.5,14.423187,7.6089849,15.590328
17780,"College Station-Bryan, TX",-0.023579842,-0.38381948,0.48305742,Metro,71.495796,12.803541,8.4082155,0.23136188,3.1715717,38.178295,18.189087,40.229683,58.432602,15142.7,34.651264,5.8742385,25.901375
17820,"Colorado Springs, CO",0.257195475,-0.072207877,0.483298208,Metro,53.77404,5.3282595,0,0.89646268,2.9228897,23.749065,7.7630281,64.668556,40.145844,52739.35,36.259575,6.60534,10.596939
17860,"Columbia, MO",0.00230516,-0.533820986,0.367918984,Metro,61.462402,3.730444,11.48638,0.37774256,4.4743347,4.9969802,17.337982,72.812965,41.268642,10272.5,44.554253,5.2223039,18.171734
17900,"Columbia, SC",-0.115858964,-0.483623648,0.363811504,Metro,10.352171,4.5261936,13.372514,0.22797784,1.9150668,6.7315845,43.073036,48.05233,55.197121,56494.4,30.865812,6.9361544,14.138244
17980,"Columbus, GA-AL",-0.300839572,-0.530076346,0.211839402,Metro,58.289562,1.5351869,10.781337,0.22637661,1.8586714,6.1444492,54.622692,37.147812,67.549171,21632.2,22.532841,8.7590446,18.894924
18020,"Columbus, IN",0.18802422,-0.235598651,0.536676638,Metro,81.574211,7.1470962,13.782067,0.45852312,4.9922028,11.471727,2.0146086,81.062935,44.202976,5433.6,29.012379,6.1818419,11.493344
18060,"Columbus, MS",-0.262367154,-0.497930578,0.203046677,Micro,0,0.44734693,12.087612,0.09972623,0.68919247,1.2878008,60.096676,37.826607,64.640472,4307.3,22.089546,9.8526258,21.588829
18100,"Columbus, NE",0.110455543,-0.13682509,0.416680657,Micro,0,11.896475,15.759895,0.82038057,0.59204006,33.263409,0.86219198,64.461983,52.351753,2060.8,20.384293,4.1690578,8.1914921
18140,"Columbus, OH",0.111852962,-0.343698418,0.479490998,Metro,24.993217,5.7476392,13.565644,0.16414094,3.9023929,5.6576109,20.717142,69.558708,46.311611,140639.4,34.120667,5.8452272,13.407193
18180,"Concord, NH",0.302191951,-0.126504412,0.445285613,Micro,0,1.8939564,15.35943,0.30830473,2.5312352,2.184181,2.2447369,92.731544,27.629063,9251.4,34.236649,4.5944786,7.5214224
18220,"Connersville, IN",0.168622828,0.027739401,0.392734824,Micro,0,0.094575927,16.148418,0.15823399,0.38570237,1.2959799,1.2666018,96.893486,60.962021,1712.2,10.151409,7.7084489,19.297804
18260,"Cookeville, TN",-0.06872555,-0.328037949,0.221606031,Micro,0,2.6730251,14.573071,0.23719466,1.0437844,7.7624106,2.5227051,88.433907,52.158348,7080.8,19.207375,6.3523264,20.188719
18300,"Coos Bay, OR",-0.222416724,-0.391200632,0.086439658,Micro,0,1.2858572,14.875849,6.2596364,1.2460459,11.457169,0.52654785,80.510597,63.672935,3623.8,17.784672,8.2400932,16.780905
18380,"Cordele, GA",-0.234485185,-0.317664457,0.521475883,Micro,0,1.3884293,12.061568,0.1053955,1.4299722,3.4209206,58.855965,36.187748,87.602905,1857.5,12.926881,10.593393,29.273579
18420,"Corinth, MS",-0.104972298,-0.373829273,0.201638056,Micro,0,1.4883244,12.005199,0.15819186,0.44611898,3.6496568,16.046047,79.699982,51.500732,2648.3,15.727657,8.6040802,17.011408
18460,"Cornelia, GA",0.034275594,-0.194173404,0.372759098,Micro,0,10.308774,15.190096,0.10318363,2.6641736,24.331762,2.057339,70.843544,59.229164,2997.1,18.774721,5.7902975,16.123173
18500,"Corning, NY",-0.007242603,-0.311562127,0.289960184,Micro,0,0.31482407,15.979479,0.25354719,1.5157777,1.523962,2.2258635,94.48085,50.096195,6667.7,21.316511,7.3366561,13.902632
18580,"Corpus Christi, TX",-0.131773185,-0.33015016,0.253339069,Metro,68.510948,4.1413212,9.7417011,0.26033196,1.4348637,71.842178,3.2277749,23.234854,65.94709,36582.2,19.8554,6.7352295,17.66695
18620,"Corsicana, TX",-0.154900073,-0.300955845,0.169612049,Micro,0,14.762282,8.3620081,0.36816517,0.68565756,40.236385,14.303945,44.405849,69.114784,4396.7,15.441359,8.827611,18.992435
18660,"Cortland, NY",-0.147893686,-0.44654857,0.165763327,Micro,0,0.22184016,16.036814,0.08227022,0.73186159,2.2683425,2.376292,94.541237,49.953739,2981.7,25.618994,5.5466013,14.988792
18700,"Corvallis, OR",0.221371568,-0.324522925,0.523380424,Metro,54.455502,5.8664808,12.713993,0.92323136,4.8262229,13.768423,1.0098698,79.47226,35.454769,4857.1,50.498505,6.1314049,19.234072
18740,"Coshocton, OH",0.100604453,-0.078671272,0.40151394,Micro,0,0.09907648,19.007751,0.10442843,0.35407209,1.0650879,1.3172873,97.159126,61.881435,2333.6,12.005821,8.3737364,15.181987
18780,"Craig, CO",-0.126208101,-0.397894237,0.13984296,Micro,0,7.989049,0,0.9995333,0.54163784,22.759672,0.56248409,75.136673,47.034004,1019.2,19.611797,6.604938,13.571152
18820,"Crawfordsville, IN",0.168241818,-0.106217085,0.415309338,Micro,0,3.514503,18.991203,0.21101935,0.71866202,7.1508088,0.97664547,90.942863,46.481415,2793.8,18.393263,5.7593064,10.34282
18860,"Crescent City, CA",-0.498721863,-0.639663259,-0.229211685,Micro,0,7.9192705,14.165937,15.058986,6.4782181,20.321304,0.7614789,57.380009,68.722458,1873.5,14.720201,7.8553839,20.728838
18880,"Crestview-Fort Walton Beach-Destin, FL",0.27900012,-0.0101042,0.52736559,Metro,23.082342,2.7410052,13.217489,0.4073846,2.0779705,9.1118441,12.059765,76.343033,46.669033,17185,28.252102,6.0413642,11.243347
18900,"Crossville, TN",0.004952656,-0.181802354,0.279508139,Micro,0,1.1726149,13.382726,0.25616407,0.86391091,5.4702802,0.80596423,92.603683,58.890217,3334.5,17.036964,7.9664817,15.896955
18980,"Cullman, AL",0.009782193,-0.237638387,0.316996464,Micro,0,2.5606501,9.7839613,0.23946424,0.54260904,6.9113679,1.098151,91.208412,55.85524,5859.5,13.521523,6.3834109,16.209763
19000,"Cullowhee, NC",-0.001679022,-0.238547482,0.32005808,Micro,0,3.9665942,15.206234,9.2929039,1.3777027,10.838864,1.7035866,76.786942,54.807343,1807.9,26.017628,7.9616814,19.987823
19060,"Cumberland, MD-WV",-0.030749981,-0.29401199,0.298541977,Metro,25.579494,0.11221843,16.2456,0.23098779,0.76884806,1.1326747,4.0913053,93.776184,54.384758,5691.3,16.106886,8.1151161,15.083353
19124,"Dallas-Plano-Irving, TX",0.071095562,-0.26440935,0.462239603,Metro,40.259701,17.804987,9.0889282,0.51874793,6.8875065,41.261646,18.10317,33.228928,54.890091,393776.2,34.26413,5.8315363,13.031279
19140,"Dalton, GA",-0.16730913,-0.301300588,0.274196043,Metro,26.34004,12.791029,9.4783173,0.32239041,1.0896983,43.744072,2.0867064,52.757133,75.319641,12976.6,13.388888,7.5770102,17.389683
19180,"Danville, IL",-0.315471826,-0.517047765,0.044831363,Metro,41.63871,1.2760881,15.834677,0.2418901,0.60415626,6.7099981,21.042078,71.401878,63.790024,5946.7,14.170816,8.8003521,18.857735
19220,"Danville, KY",0.067758583,-0.164084549,0.443616341,Micro,0,1.2802546,18.124592,0.16000529,0.83873135,4.2217717,5.4123902,89.367104,60.675003,3855.5,16.990467,6.8400502,18.617178
19260,"Danville, VA",-0.040671012,-0.2333569,0.275902594,Micro,16.416262,2.2066016,14.276271,0.18346184,0.66811579,4.6534362,42.494976,52.000011,62.619747,6889.7,14.90576,8.832572,18.337946
19300,"Daphne-Fairhope-Foley, AL",-0.005934744,-0.345754975,0.306523909,Metro,15.607233,2.3478649,11.185211,0.5551753,0.91031742,6.2696309,13.446875,78.818001,47.472198,13603.3,28.975197,5.0989962,11.265989
19340,"Davenport-Moline-Rock Island, IA-IL",-0.054867337,-0.449965077,0.313550956,Metro,45.146637,3.5316069,13.275966,0.26113927,2.4625876,13.345286,12.649586,71.281403,48.456089,26875.5,25.483271,5.8902612,12.466562
19380,"Dayton, OH",0.064010548,-0.358460219,0.457011279,Metro,14.869113,1.8923571,14.482924,0.15793592,2.2877352,2.9403419,20.747236,73.866745,48.9226,52108.6,26.722775,7.4017091,14.327974
19420,"Dayton, TN",-0.086066786,-0.264390294,0.204502255,Micro,0,2.7854822,11.347187,0.30229619,0.50479954,7.7598958,2.5001745,88.932838,62.316025,2408.5,16.917231,7.2425923,19.367109
19460,"Decatur, AL",-0.174144542,-0.451173839,0.179454733,Metro,34.96978,3.7346113,9.5955572,2.4840722,0.74702704,11.211666,15.296009,70.26123,55.717762,11209.15,18.460104,6.1705961,15.190598
19500,"Decatur, IL",-0.21535833,-0.556549974,0.19552846,Metro,54.158394,0.57775623,13.609902,0.2170143,1.5447129,2.5718656,29.526875,66.139534,54.092918,7071.7,21.433178,7.7938809,15.699188
19540,"Decatur, IN",0.259915959,-0.00207864,0.456753238,Micro,0,3.1219454,14.412439,0.36964601,0.78934294,8.8224297,1.0069578,89.01162,41.895947,1911.7,13.896029,6.0902791,16.325722
19580,"Defiance, OH",0.22722378,-0.047406536,0.437651433,Micro,0,0.31749472,16.108816,0.047750324,0.442963,12.50053,2.810184,84.19857,43.601696,2994.9,15.921782,7.4212918,11.739396
19620,"Del Rio, TX",-0.318927782,-0.457803612,0.113460224,Micro,0,15.714062,8.6548758,0.12857433,0.27535936,91.883209,0.85874981,6.854104,75.089302,4912.8,17.168648,7.0014586,21.506914
19660,"Deltona-Daytona Beach-Ormond Beach, FL",0.029219513,-0.166360702,0.377204218,Metro,26.06813,5.0289111,15.763336,0.32821652,1.9783814,18.381126,15.899227,63.413048,63.584076,34415.5,22.120911,6.2054319,13.889363
19740,"Denver-Aurora-Lakewood, CO",0.138276122,-0.344951941,0.523435251,Metro,37.409611,15.506488,0,0.6813159,4.4128895,35.641666,6.8851514,52.378975,44.057037,200138.1,40.001419,5.1505008,10.314528
19760,"DeRidder, LA",-0.204369334,-0.420257002,0.079779446,Micro,0,0.38428131,15.047089,0.89535832,0.71883637,3.4307771,15.806775,79.148254,57.286827,2673.3,15.757796,7.797996,15.169817
19780,"Des Moines-West Des Moines, IA",0.147016818,-0.388875753,0.471979023,Metro,38.795784,6.9558353,11.780733,0.28521711,4.4093657,12.325517,7.8991814,75.080719,38.175426,46169.3,34.574615,4.2991033,9.3897429
19804,"Detroit-Dearborn-Livonia, MI",-0.38342795,-0.643407272,0.134658104,Metro,50.925125,10.087899,12.492669,0.2773689,3.3501043,7.2884998,44.884102,44.199924,64.496597,129355.7,21.30549,12.82542,22.242737
19860,"Dickinson, ND",0.108866926,-0.109526958,0.194473159,Micro,0,1.5472448,14.831659,1.7229199,0.66866386,4.8666358,1.7727097,90.96907,27.692711,1701.4,22.987703,3.5489426,9.6634979
19940,"Dixon, IL",-0.117141372,-0.396609724,0.114247145,Micro,0,0.78894943,15.313395,0.16764683,0.8549602,5.539248,2.1449935,91.293152,45.13958,1972.5,16.672598,6.348712,10.168414
19980,"Dodge City, KS",-0.237882102,-0.349853258,0.212605679,Micro,0,44.496323,11.639014,0.46699679,1.216992,73.28994,1.6437355,23.382341,79.21772,3181,16.981256,5.1140938,15.60618
20020,"Dothan, AL",-0.19487284,-0.42823011,0.23706102,Metro,33.365879,0.99476975,9.9785709,0.19624561,0.78965306,4.2124519,34.054504,60.747147,64.032539,10435.2,17.767651,7.1555748,17.35177
20060,"Douglas, GA",-0.114681137,-0.200844563,0.405667901,Micro,0,5.3935623,8.5710402,0.23117203,0.79511452,17.438555,31.366528,50.168633,84.68161,3481.3,12.305568,5.7635579,22.62834
20100,"Dover, DE",0.072335533,-0.207700214,0.344561296,Metro,25.778246,2.8641927,16.436871,0.63017207,2.2641859,8.2846689,33.644745,55.176228,48.630066,12587.75,21.487747,6.4802303,12.980259
20140,"Dublin, GA",-0.168340708,-0.287001427,0.318694439,Micro,0,0.65846688,9.5389214,0.17058787,0.86084676,2.7120996,45.488243,50.768227,81.988922,4632.7,14.996531,6.0651541,24.118269
20180,"DuBois, PA",0.101005282,-0.153341555,0.37835744,Micro,0,0.15605792,21.038172,0.13246703,0.50516224,0.78693843,0.5842756,97.991158,52.05125,4797,13.414471,7.9123864,14.834589
20220,"Dubuque, IA",0.107992244,-0.343169615,0.358751762,Metro,72.191933,1.7749963,16.016764,0.099451669,1.3552361,3.8013775,6.966073,87.777863,36.943966,5944.7,27.694725,4.2669625,10.036544
20260,"Duluth, MN-WI",0.174620799,-0.151451422,0.408059726,Metro,24.852016,0.4077138,15.742723,4.4717813,1.0341579,1.7626796,2.9133165,89.818069,42.301907,16708.45,25.48073,6.0824485,14.094221
20300,"Dumas, TX",-0.230063039,-0.391907395,0.083540545,Micro,0,25.794899,9.0618048,0.36036715,6.7765527,68.344894,1.1525623,23.365623,66.5308,2242.3,13.128623,5.6559229,14.189861
20340,"Duncan, OK",-0.092229362,-0.289394846,0.153422275,Micro,0,2.7789936,11.906078,8.5731459,0.53186941,11.68966,3.3527684,75.852554,55.258553,3535.5,16.826334,6.1348414,14.132232
20380,"Dunn, NC",-0.197284007,-0.468714515,0.185158381,Micro,0,6.4366264,12.028417,1.0332444,0.66578108,18.505045,26.803228,52.992702,58.556736,9306.1,18.391754,8.6103878,16.735483
20420,"Durango, CO",0.179739839,-0.215099676,0.412495429,Micro,0,4.1461101,0,7.2769747,0.87664753,18.610996,0.64684451,72.588539,36.59893,3249.3,42.571026,4.2002916,9.6287222
20460,"Durant, OK",-0.04638419,-0.177362833,0.241732072,Micro,0,2.0527682,17.010672,32.924046,0.82575691,6.8886652,2.0184221,57.343113,68.06192,3175.4,21.790655,6.4395061,19.350306
20500,"Durham-Chapel Hill, NC",0.029686421,-0.473699885,0.575818313,Metro,52.988499,11.134992,12.872102,0.34546363,4.1269178,21.259148,34.739407,39.529068,50.348534,33274.35,44.424038,6.1054254,14.866524
20524,"Dutchess County-Putnam County, NY",0.078224005,-0.414873576,0.294993979,Metro,3.4599717,2.5747797,16.848942,0.11410067,3.535419,15.357861,9.7525616,71.240059,30.703575,26173.9,29.104239,7.3214235,9.9560528
20540,"Dyersburg, TN",-0.000729862,-0.263646041,0.365189776,Micro,0,0.80819595,11.254592,0.069696471,0.77533752,3.6945133,21.021515,74.438942,58.553009,3045.1,15.419685,7.5026817,19.640974
20580,"Eagle Pass, TX",-0.039317827,-0.117732288,0.279821146,Micro,0,32.397488,7.8564353,1.5416718,0.22864942,97.167175,0.09528923,0.96721399,79.798973,6556.2,13.278125,10.689363,28.174519
20660,"Easton, MD",0.02912011,-0.357395063,0.312999669,Micro,0,4.9506435,9.0231838,0.20495041,1.9119332,12.864635,17.892927,67.125549,41.352024,1938.9,35.789021,4.0600228,7.9744568
20700,"East Stroudsburg, PA",0.089843973,-0.133076347,0.307905412,Metro,4.5014153,2.4658606,18.710602,0.25794116,2.4047289,19.655853,19.912333,57.769142,48.773972,11731.4,23.886349,8.2140732,10.438345
20740,"Eau Claire, WI",0.152055719,-0.160785239,0.37403058,Metro,46.583118,1.3623502,13.428261,0.69941908,5.1263585,3.0024858,2.0427856,89.128952,41.61702,9648.9,25.689089,4.8174915,12.80032
20780,"Edwards, CO",0.163446041,-0.284379521,0.47266664,Micro,0,26.81782,0,0.51261258,1.148525,50.48555,0.39545181,47.457859,42.206509,3754.8,43.980244,3.8032911,9.6846581
20820,"Effingham, IL",0.147540358,-0.198390263,0.382152724,Micro,0,0.72203332,17.151985,0.10680012,0.70177156,1.9347929,0.48126024,96.775375,40.201672,2336.3,20.933569,4.164567,11.082402
20900,"El Campo, TX",-0.162568235,-0.387542883,0.261901326,Micro,0,8.6849937,8.0310335,0.15376021,0.28608328,53.75988,15.099493,30.700785,64.87867,3722.2,16.456709,5.5206819,17.077232
20940,"El Centro, CA",-0.453441807,-0.579296869,-0.022162452,Metro,27.039211,40.067719,9.1968212,1.13947,0.89993709,90.664276,0.99422622,6.3020921,77.878754,17014.25,13.255894,13.835356,22.590183
20980,"El Dorado, AR",-0.225111417,-0.500702546,0.225710959,Micro,0,2.4427655,8.2243557,0.16306466,0.74444801,5.4780779,40.987484,52.626926,61.881142,3420.7,18.399368,8.3189163,20.225811
